tamanho,algoritmo,tempo_mean,tempo_std,tempo_ci_low,tempo_ci_high,co2_mean,co2_std,co2_ci_low,co2_ci_high
99990,MinHeap_O((V+E)logV),2.2980933940001704,0.2707811519393229,1.9618741862449691,2.6343126017553717,7.326281463711291,0.8630329033019138,6.2546845784160325,8.39787834900655
99990,NetworkX (Ref),1.404457770800218,0.015941848749524517,1.3846633511431237,1.4242521904573122,4.478631949099533,0.05156093021889557,4.4146105983328345,4.542653299866234
99992,MinHeap_O((V+E)logV),2.277148983799998,0.2156211560667927,2.0094199570607856,2.54487801053921,7.259548483176502,0.6873271065371934,6.4061191599997045,8.1129778063533
99992,NetworkX (Ref),1.4338157491998573,0.049991060245179054,1.371743649461383,1.4958878489383316,4.572349967464626,0.16061659161035968,4.372918128147845,4.771781806781405
99993,MinHeap_O((V+E)logV),2.2524360996666775,0.22192831880816521,2.1295362931602426,2.3753359061731123,7.180774962661082,0.7072571640297766,6.7891090000820355,7.572440925240128
99993,NetworkX (Ref),1.40300386913356,0.05847373410521325,1.370622194519734,1.435385543747386,4.473759596112708,0.1863301747669301,4.370573384690269,4.576945807535148
99995,MinHeap_O((V+E)logV),2.3221763901998203,0.33772147688780374,1.902839790928029,2.7415129894716115,7.403004882438405,1.0762971794250689,6.0666054233780375,8.739404341498773
99995,NetworkX (Ref),1.3634456630006753,0.015785302701327174,1.3438456209356886,1.383045705065662,4.347844542789177,0.050155268590076726,4.2855685514606385,4.410120534117716
99996,MinHeap_O((V+E)logV),2.237848690900319,0.2673431417012103,2.1127282491265933,2.3629691326740443,7.134238147171795,0.8519577188482808,6.735509661090155,7.532966633253431
99996,NetworkX (Ref),1.4600583455496234,0.1710642814582835,1.3799977974032767,1.5401188936959702,4.655641008985569,0.5455856943432323,4.400299044096327,4.910982973874811
99997,MinHeap_O((V+E)logV),2.3967875853498297,0.3965638014471226,2.211190013207932,2.5823851574917276,7.640812896878947,1.2638476065607067,7.0493140094892155,8.232311784268681
99997,NetworkX (Ref),1.4426259153501633,0.16010002667552098,1.3676967963978077,1.5175550343025188,4.599931556994294,0.5102361273010889,4.361133698741481,4.838729415247107
99998,MinHeap_O((V+E)logV),2.3587130294331775,0.3183649035037009,2.2398336207364955,2.4775924381298595,7.519834837580864,1.015170844549658,7.1407638143681185,7.898905860793609
99998,NetworkX (Ref),1.4173982113000723,0.1016751755805856,1.3794320767823243,1.4553643458178203,4.519563308514348,0.3239613842053019,4.398594139579441,4.640532477449257
