tamanho,arestas,repeticao,fonte,algoritmo,tempo_s,co2_kg,co2_mg
500,2523,11,491,NetworkX (Ref),0.0033686149999994086,1.2789390167015683e-08,0.012789390167015684
500,2523,11,221,Classic_O(V^2),0.029036324000003333,1.015137384971343e-07,0.1015137384971343
500,2523,11,221,MinHeap_O((V+E)logV),0.0041221469999754845,1.544653176952862e-08,0.01544653176952862
500,2523,11,221,NetworkX (Ref),0.0032503959999985454,1.3050330472454157e-08,0.013050330472454156
500,2448,12,288,Classic_O(V^2),0.03424298799995995,1.1105810904534113e-07,0.11105810904534114
500,2448,12,288,MinHeap_O((V+E)logV),0.006936842000072829,2.392384289504885e-08,0.023923842895048848
500,2448,12,288,NetworkX (Ref),0.0031918449999466247,1.2374093513737303e-08,0.012374093513737304
500,2448,12,351,Classic_O(V^2),0.019510482999976375,6.442799190910481e-08,0.06442799190910481
500,2448,12,351,MinHeap_O((V+E)logV),0.004019629000026725,1.5050719891096825e-08,0.015050719891096825
500,2448,12,351,NetworkX (Ref),0.0031976230000054784,1.2420303230579663e-08,0.012420303230579664
500,2448,12,389,Classic_O(V^2),0.01945167099995615,6.43578915198367e-08,0.06435789151983669
500,2448,12,389,MinHeap_O((V+E)logV),0.00387594899996202,1.4376182644557714e-08,0.014376182644557714
500,2448,12,389,NetworkX (Ref),0.0034754580000253554,1.3308543042880097e-08,0.013308543042880096
500,2448,12,433,Classic_O(V^2),0.018863295000073776,6.222902979366415e-08,0.062229029793664146
500,2448,12,433,MinHeap_O((V+E)logV),0.00624529000003804,2.3628579325544577e-08,0.023628579325544578
500,2448,12,433,NetworkX (Ref),0.004784319999998843,1.7203026418383176e-08,0.017203026418383175
500,2448,12,219,Classic_O(V^2),0.03685011300001406,1.240387761974187e-07,0.12403877619741871
500,2448,12,219,MinHeap_O((V+E)logV),0.004114792999985184,1.5319944169793054e-08,0.015319944169793055
500,2448,12,219,NetworkX (Ref),0.00322956599995905,1.244502585146125e-08,0.01244502585146125
500,2508,13,169,Classic_O(V^2),0.018933854000010797,6.277630471526597e-08,0.06277630471526598
500,2508,13,169,MinHeap_O((V+E)logV),0.004608462999954099,1.682375790106602e-08,0.01682375790106602
500,2508,13,169,NetworkX (Ref),0.003238091999946846,1.2527040769367996e-08,0.012527040769367996
500,2508,13,460,Classic_O(V^2),0.019050149000008787,6.314148003615039e-08,0.06314148003615039
500,2508,13,460,MinHeap_O((V+E)logV),0.004067277999979524,1.525935367173532e-08,0.015259353671735322
500,2508,13,460,NetworkX (Ref),0.003110353000010946,1.2389467412330112e-08,0.012389467412330112
500,2508,13,352,Classic_O(V^2),0.04272389599998405,1.442694962460286e-07,0.1442694962460286
500,2508,13,352,MinHeap_O((V+E)logV),0.006242169000074682,2.1884091627456138e-08,0.021884091627456137
500,2508,13,352,NetworkX (Ref),0.0032518579999987196,1.2591485517668822e-08,0.012591485517668822
500,2508,13,320,Classic_O(V^2),0.019171843999970406,6.362313300695621e-08,0.06362313300695621
500,2508,13,320,MinHeap_O((V+E)logV),0.004401561000008769,1.6224306209676596e-08,0.016224306209676596
500,2508,13,320,NetworkX (Ref),0.0032695989999638186,1.3623943196512577e-08,0.013623943196512577
500,2508,13,354,Classic_O(V^2),0.021699512999930448,7.184708970403663e-08,0.07184708970403664
500,2508,13,354,MinHeap_O((V+E)logV),0.004344451999941157,1.611719215426681e-08,0.01611719215426681
500,2508,13,354,NetworkX (Ref),0.0031621150000091802,1.2199547920834042e-08,0.012199547920834043
500,2518,14,482,Classic_O(V^2),0.018991622000044117,6.287800078529402e-08,0.06287800078529401
500,2518,14,482,MinHeap_O((V+E)logV),0.0040916849999348415,1.5395325808387364e-08,0.015395325808387364
500,2518,14,482,NetworkX (Ref),0.006908300999953099,3.6737231332202203e-08,0.036737231332202205
500,2518,14,340,Classic_O(V^2),0.03317946899994695,1.0759249118847209e-07,0.1075924911884721
500,2518,14,340,MinHeap_O((V+E)logV),0.004039333999912742,1.5194197775743194e-08,0.015194197775743193
500,2518,14,340,NetworkX (Ref),0.0034653480000770287,1.3449033683576112e-08,0.013449033683576112
500,2518,14,277,Classic_O(V^2),0.01938053900005343,6.397645753888226e-08,0.06397645753888226
500,2518,14,277,MinHeap_O((V+E)logV),0.003982982000025004,1.4797420096555296e-08,0.014797420096555295
500,2518,14,277,NetworkX (Ref),0.003143145999956687,1.211685736710597e-08,0.012116857367105969
500,2518,14,116,Classic_O(V^2),0.023439531000008174,7.68727441372659e-08,0.0768727441372659
500,2518,14,116,MinHeap_O((V+E)logV),0.0042193499999712,1.562391937271713e-08,0.01562391937271713
500,2518,14,116,NetworkX (Ref),0.0031361379999452765,1.2595831014460267e-08,0.012595831014460266
500,2518,14,94,Classic_O(V^2),0.033200481000108084,1.0775496958178698e-07,0.10775496958178699
500,2518,14,94,MinHeap_O((V+E)logV),0.0064440319999903295,2.231921466757335e-08,0.022319214667573348
500,2518,14,94,NetworkX (Ref),0.0050738310000042475,2.0310399379985968e-08,0.020310399379985966
500,2508,15,6,Classic_O(V^2),0.018585908999966705,6.156081593252693e-08,0.06156081593252693
500,2508,15,6,MinHeap_O((V+E)logV),0.004012213999999403,1.5426519477074716e-08,0.015426519477074716
500,2508,15,6,NetworkX (Ref),0.003274646000022585,1.265726620911348e-08,0.01265726620911348
500,2508,15,277,Classic_O(V^2),0.01890406899997288,6.253708354739876e-08,0.06253708354739876
500,2508,15,277,MinHeap_O((V+E)logV),0.004115694000006442,1.6119059106221038e-08,0.016119059106221037
500,2508,15,277,NetworkX (Ref),0.0032748500000252534,1.2913880594874321e-08,0.01291388059487432
500,2508,15,493,Classic_O(V^2),0.01904034199992566,6.296181026610675e-08,0.06296181026610674
500,2508,15,493,MinHeap_O((V+E)logV),0.00403445900008137,1.4934566552482085e-08,0.014934566552482086
500,2508,15,493,NetworkX (Ref),0.004869896000059271,1.7338037459239097e-08,0.017338037459239095
500,2508,15,448,Classic_O(V^2),0.030111389000012423,1.0195861272657762e-07,0.10195861272657762
500,2508,15,448,MinHeap_O((V+E)logV),0.004208572000038657,1.5463679743293982e-08,0.015463679743293983
500,2508,15,448,NetworkX (Ref),0.0032326810000995465,1.3216311032153224e-08,0.013216311032153224
500,2508,15,336,Classic_O(V^2),0.019144092000033197,6.38711362246734e-08,0.0638711362246734
500,2508,15,336,MinHeap_O((V+E)logV),0.003995345000021189,1.496898041731538e-08,0.014968980417315378
500,2508,15,336,NetworkX (Ref),0.00323921300002894,1.263633000148958e-08,0.012636330001489579
500,2470,16,424,Classic_O(V^2),0.0187538110000105,6.201747554261298e-08,0.06201747554261298
500,2470,16,424,MinHeap_O((V+E)logV),0.00494213900003615,1.789684902670441e-08,0.01789684902670441
500,2470,16,424,NetworkX (Ref),0.003917608000051587,1.4433033320369683e-08,0.014433033320369684
500,2470,16,295,Classic_O(V^2),0.03210038099996382,1.0421019186848715e-07,0.10421019186848715
500,2470,16,295,MinHeap_O((V+E)logV),0.00509780499999124,1.9606647112196616e-08,0.019606647112196614
500,2470,16,295,NetworkX (Ref),0.0060416000000032,2.2967644331199e-08,0.022967644331199
500,2470,16,259,Classic_O(V^2),0.019087979999994786,6.312693884485735e-08,0.06312693884485734
500,2470,16,259,MinHeap_O((V+E)logV),0.004171578999944359,1.5479695890490703e-08,0.015479695890490704
500,2470,16,259,NetworkX (Ref),0.0032702099999823986,1.2740357712950168e-08,0.012740357712950168
500,2470,16,419,Classic_O(V^2),0.019646859000090444,6.495751819064814e-08,0.06495751819064814
500,2470,16,419,MinHeap_O((V+E)logV),0.004130576999955338,1.5329339481748013e-08,0.015329339481748014
500,2470,16,419,NetworkX (Ref),0.003170314999920265,1.2382541691275084e-08,0.012382541691275084
500,2470,16,333,Classic_O(V^2),0.018792429999962224,6.211731285607347e-08,0.06211731285607347
500,2470,16,333,MinHeap_O((V+E)logV),0.003979784999955882,1.4888840949748803e-08,0.014888840949748803
500,2470,16,333,NetworkX (Ref),0.0053604380000251695,1.9067294368006063e-08,0.01906729436800606
500,2552,17,328,Classic_O(V^2),0.03424559699999463,1.1096615809421564e-07,0.11096615809421564
500,2552,17,328,MinHeap_O((V+E)logV),0.003985189999980321,1.4882981342946831e-08,0.01488298134294683
500,2552,17,328,NetworkX (Ref),0.0034055140000646134,1.3011567468437258e-08,0.013011567468437258
500,2552,17,352,Classic_O(V^2),0.019465680999928736,6.433875731069535e-08,0.06433875731069534
500,2552,17,352,MinHeap_O((V+E)logV),0.004085267000050408,1.5618742534158514e-08,0.015618742534158514
500,2552,17,352,NetworkX (Ref),0.0033012730000336887,1.316885566838248e-08,0.01316885566838248
500,2552,17,156,Classic_O(V^2),0.01889907999998286,6.255489880971959e-08,0.0625548988097196
500,2552,17,156,MinHeap_O((V+E)logV),0.006591565999997329,2.2988708472613323e-08,0.022988708472613324
500,2552,17,156,NetworkX (Ref),0.0032092589999592747,1.259710610211044e-08,0.01259710610211044
500,2552,17,265,Classic_O(V^2),0.032281273999956284,1.0471477198670072e-07,0.10471477198670072
500,2552,17,265,MinHeap_O((V+E)logV),0.0061993649999294576,2.1702359590113015e-08,0.021702359590113015
500,2552,17,265,NetworkX (Ref),0.005339585000001534,1.901910509298621e-08,0.019019105092986207
500,2552,17,181,Classic_O(V^2),0.018902325999988534,6.258695614461666e-08,0.06258695614461667
500,2552,17,181,MinHeap_O((V+E)logV),0.005546801999912532,2.002250421531773e-08,0.020022504215317732
500,2552,17,181,NetworkX (Ref),0.0032957869999563627,1.2621445832533674e-08,0.012621445832533674
500,2481,18,174,Classic_O(V^2),0.01874662199998056,6.198985658192737e-08,0.06198985658192736
500,2481,18,174,MinHeap_O((V+E)logV),0.004191308999907051,1.5807983810146942e-08,0.01580798381014694
500,2481,18,174,NetworkX (Ref),0.0032715569999481886,1.2791317671326271e-08,0.01279131767132627
500,2481,18,469,Classic_O(V^2),0.019685208999931092,6.520956991102353e-08,0.06520956991102353
500,2481,18,469,MinHeap_O((V+E)logV),0.004009084000017538,1.4903039011965628e-08,0.014903039011965628
500,2481,18,469,NetworkX (Ref),0.0056251910000355565,1.9890856176879815e-08,0.019890856176879815
500,2481,18,271,Classic_O(V^2),0.03270395300000928,1.0642671307544423e-07,0.10642671307544423
500,2481,18,271,MinHeap_O((V+E)logV),0.004128354000044965,1.5427647053958683e-08,0.015427647053958682
500,2481,18,271,NetworkX (Ref),0.0033071670000026643,1.2869419760321333e-08,0.012869419760321334
500,2481,18,96,Classic_O(V^2),0.018703355000070587,6.204432690140144e-08,0.062044326901401436
500,2481,18,96,MinHeap_O((V+E)logV),0.00403312299999925,1.521056297130237e-08,0.01521056297130237
500,2481,18,96,NetworkX (Ref),0.0034221799999158975,1.3205981940488627e-08,0.013205981940488627
500,2481,18,495,Classic_O(V^2),0.02761059200008731,9.035461960315e-08,0.09035461960315
500,2481,18,495,MinHeap_O((V+E)logV),0.004143161000001783,1.597071928524816e-08,0.01597071928524816
500,2481,18,495,NetworkX (Ref),0.003292264999913641,1.3116740664656388e-08,0.013116740664656389
500,2420,19,416,Classic_O(V^2),0.019085676999907264,6.32497841938154e-08,0.0632497841938154
500,2420,19,416,MinHeap_O((V+E)logV),0.0063832689999117065,2.2215805378038946e-08,0.022215805378038946
500,2420,19,416,NetworkX (Ref),0.005587698999988788,2.139374174393646e-08,0.021393741743936462
500,2420,19,323,Classic_O(V^2),0.01895877599997675,6.259778164328918e-08,0.06259778164328918
500,2420,19,323,MinHeap_O((V+E)logV),0.004153080000037335,1.5500667155019838e-08,0.015500667155019838
500,2420,19,323,NetworkX (Ref),0.0032157000000552216,1.2608463216454555e-08,0.012608463216454554
500,2420,19,297,Classic_O(V^2),0.019446970999979385,6.436776866993832e-08,0.06436776866993832
500,2420,19,297,MinHeap_O((V+E)logV),0.004789627000036489,1.711037099717894e-08,0.01711037099717894
500,2420,19,297,NetworkX (Ref),0.0030760739999777797,1.236790610515021e-08,0.01236790610515021
500,2420,19,25,Classic_O(V^2),0.01877352899998641,6.21383118926545e-08,0.0621383118926545
500,2420,19,25,MinHeap_O((V+E)logV),0.00400371900002483,1.5177341636824715e-08,0.015177341636824715
500,2420,19,25,NetworkX (Ref),0.004623069999979634,1.7620386097701434e-08,0.017620386097701436
500,2420,19,66,Classic_O(V^2),0.03387258800000836,1.097683768246721e-07,0.10976837682467211
500,2420,19,66,MinHeap_O((V+E)logV),0.006736090000003969,2.3273127725244188e-08,0.02327312772524419
500,2420,19,66,NetworkX (Ref),0.003153175999955238,1.2475736922950979e-08,0.012475736922950979
1000,4961,0,286,Classic_O(V^2),0.08222960399996282,2.646088441193948e-07,0.2646088441193948
1000,4961,0,286,MinHeap_O((V+E)logV),0.009063439999977163,3.1197372917724104e-08,0.031197372917724106
1000,4961,0,286,NetworkX (Ref),0.006916510999985803,2.4374619982740635e-08,0.024374619982740636
1000,4961,0,939,Classic_O(V^2),0.0836652000000413,2.6896470987727523e-07,0.2689647098772752
1000,4961,0,939,MinHeap_O((V+E)logV),0.010897628999941844,3.7112105788770096e-08,0.0371121057887701
1000,4961,0,939,NetworkX (Ref),0.006570286000055603,2.309203459749165e-08,0.02309203459749165
1000,4961,0,417,Classic_O(V^2),0.07858855799997855,2.5293792057051064e-07,0.2529379205705106
1000,4961,0,417,MinHeap_O((V+E)logV),0.013493170000060672,4.477725805097977e-08,0.04477725805097977
1000,4961,0,417,NetworkX (Ref),0.011891855000044416,4.077822794474296e-08,0.040778227944742965
1000,4961,0,752,Classic_O(V^2),0.07877463299996634,2.5322281968834227e-07,0.25322281968834226
1000,4961,0,752,MinHeap_O((V+E)logV),0.009535765999999057,3.277981853263155e-08,0.03277981853263155
1000,4961,0,752,NetworkX (Ref),0.007007042000054753,2.4839879379194946e-08,0.024839879379194945
1000,4961,0,384,Classic_O(V^2),0.0801456879999023,2.577387261181845e-07,0.2577387261181845
1000,4961,0,384,MinHeap_O((V+E)logV),0.008772537999902852,3.018772932515187e-08,0.03018772932515187
1000,4961,0,384,NetworkX (Ref),0.008765553999978692,3.0039493762981104e-08,0.030039493762981102
1000,4943,1,25,Classic_O(V^2),0.07941082800005006,2.5538210095489883e-07,0.2553821009548988
1000,4943,1,25,MinHeap_O((V+E)logV),0.008613710999952673,2.9595687620736735e-08,0.029595687620736735
1000,4943,1,25,NetworkX (Ref),0.00979635299995607,3.317614988581881e-08,0.03317614988581881
1000,4943,1,894,Classic_O(V^2),0.14104959799999506,4.5132643058991665e-07,0.45132643058991667
1000,4943,1,894,MinHeap_O((V+E)logV),0.00932967699998244,3.185420690030379e-08,0.03185420690030379
1000,4943,1,894,NetworkX (Ref),0.006551574000013716,2.3004105590453306e-08,0.023004105590453305
1000,4943,1,584,Classic_O(V^2),0.08062301699999352,2.591807389132385e-07,0.2591807389132385
1000,4943,1,584,MinHeap_O((V+E)logV),0.008851045000028535,3.036811555432843e-08,0.030368115554328428
1000,4943,1,584,NetworkX (Ref),0.010730872000067393,3.6548935369305466e-08,0.036548935369305466
1000,4943,1,948,Classic_O(V^2),0.07903472299994974,2.543006225073716e-07,0.2543006225073716
1000,4943,1,948,MinHeap_O((V+E)logV),0.00889261500003613,3.049633578875588e-08,0.030496335788755876
1000,4943,1,948,NetworkX (Ref),0.006375767999998061,2.281415696097593e-08,0.02281415696097593
1000,4943,1,390,Classic_O(V^2),0.14680315800001154,4.6978699697929003e-07,0.46978699697929005
1000,4943,1,390,MinHeap_O((V+E)logV),0.013417881000009402,4.460254096918469e-08,0.044602540969184694
1000,4943,1,390,NetworkX (Ref),0.010757203000025584,3.626523303118632e-08,0.036265233031186325
1000,5057,2,519,Classic_O(V^2),0.07829673600008391,2.5215007897654715e-07,0.2521500789765472
1000,5057,2,519,MinHeap_O((V+E)logV),0.009287867000011829,3.211160664456098e-08,0.03211160664456098
1000,5057,2,519,NetworkX (Ref),0.006450200000017503,2.3369665016519153e-08,0.023369665016519152
1000,5057,2,736,Classic_O(V^2),0.0797931189999872,2.565985424869272e-07,0.2565985424869272
1000,5057,2,736,MinHeap_O((V+E)logV),0.00867900700006885,3.0021595791245004e-08,0.030021595791245005
1000,5057,2,736,NetworkX (Ref),0.006549139999947329,2.3286744242713102e-08,0.0232867442427131
1000,5057,2,624,Classic_O(V^2),0.07954034900001261,2.5569092231132415e-07,0.2556909223113241
1000,5057,2,624,MinHeap_O((V+E)logV),0.009042217000001074,3.118165922827475e-08,0.031181659228274754
1000,5057,2,624,NetworkX (Ref),0.011401125000020329,3.8684120632707356e-08,0.038684120632707354
1000,5057,2,351,Classic_O(V^2),0.14045546900001682,4.494534944105103e-07,0.4494534944105103
1000,5057,2,351,MinHeap_O((V+E)logV),0.008935171999951308,3.086110803525868e-08,0.030861108035258683
1000,5057,2,351,NetworkX (Ref),0.006664058000069417,2.3453041677262357e-08,0.023453041677262358
1000,5057,2,747,Classic_O(V^2),0.08062949199995728,2.5928821901348936e-07,0.25928821901348936
1000,5057,2,747,MinHeap_O((V+E)logV),0.008943539000028977,3.0948771158711413e-08,0.030948771158711412
1000,5057,2,747,NetworkX (Ref),0.006583625000075699,2.3156207998471975e-08,0.023156207998471973
1000,5039,3,191,Classic_O(V^2),0.08070128700001078,2.594625824941863e-07,0.2594625824941863
1000,5039,3,191,MinHeap_O((V+E)logV),0.009120291000044745,3.152864595686792e-08,0.03152864595686792
1000,5039,3,191,NetworkX (Ref),0.006827650999866819,2.425357693566122e-08,0.02425357693566122
1000,5039,3,84,Classic_O(V^2),0.14977654499989512,4.791969635277371e-07,0.4791969635277371
1000,5039,3,84,MinHeap_O((V+E)logV),0.015532119999988936,5.2439720973560607e-08,0.05243972097356061
1000,5039,3,84,NetworkX (Ref),0.007407910999972955,2.6250695773858085e-08,0.026250695773858086
1000,5039,3,928,Classic_O(V^2),0.07833366799991381,2.520142214184259e-07,0.2520142214184259
1000,5039,3,928,MinHeap_O((V+E)logV),0.009321529000089868,3.210672224807277e-08,0.03210672224807277
1000,5039,3,928,NetworkX (Ref),0.006732322000061686,2.4018418080504057e-08,0.024018418080504058
1000,5039,3,23,Classic_O(V^2),0.07881053400001292,2.535417534225097e-07,0.25354175342250973
1000,5039,3,23,MinHeap_O((V+E)logV),0.0092152449999503,3.156219342359817e-08,0.03156219342359817
1000,5039,3,23,NetworkX (Ref),0.007035524999992049,2.4797445148295772e-08,0.024797445148295773
1000,5039,3,386,Classic_O(V^2),0.08107868600018264,2.606468590935367e-07,0.26064685909353674
1000,5039,3,386,MinHeap_O((V+E)logV),0.020598656999936793,6.944403628912638e-08,0.06944403628912638
1000,5039,3,386,NetworkX (Ref),0.011215704000051119,3.7551002797573976e-08,0.03755100279757398
1000,5134,4,742,Classic_O(V^2),0.13173334699990846,4.2297359772898615e-07,0.42297359772898613
1000,5134,4,742,MinHeap_O((V+E)logV),0.010233104000008098,3.513527802623476e-08,0.03513527802623476
1000,5134,4,742,NetworkX (Ref),0.007038254000008237,2.5267936623395306e-08,0.025267936623395305
1000,5134,4,566,Classic_O(V^2),0.08081001900018236,2.5995774210907997e-07,0.25995774210907996
1000,5134,4,566,MinHeap_O((V+E)logV),0.00940945100001045,3.218791341216846e-08,0.03218791341216846
1000,5134,4,566,NetworkX (Ref),0.0066649089999373246,2.3374729096940792e-08,0.023374729096940793
1000,5134,4,895,Classic_O(V^2),0.07981464899989987,2.568155796759692e-07,0.2568155796759692
1000,5134,4,895,MinHeap_O((V+E)logV),0.008792028999778267,3.030167394787192e-08,0.03030167394787192
1000,5134,4,895,NetworkX (Ref),0.006846747000054165,2.4399819433154016e-08,0.024399819433154016
1000,5134,4,785,Classic_O(V^2),0.14740882499995678,4.720452315574674e-07,0.47204523155746736
1000,5134,4,785,MinHeap_O((V+E)logV),0.01620449400002144,5.342931311924427e-08,0.05342931311924427
1000,5134,4,785,NetworkX (Ref),0.006672671000160335,2.372380829383116e-08,0.02372380829383116
1000,5134,4,321,Classic_O(V^2),0.0851635599999554,2.7372396033974053e-07,0.27372396033974056
1000,5134,4,321,MinHeap_O((V+E)logV),0.009008084000015515,3.1121279220818886e-08,0.031121279220818886
1000,5134,4,321,NetworkX (Ref),0.008597781999924337,2.9686938199744252e-08,0.029686938199744252
1000,5136,5,308,Classic_O(V^2),0.07855956399998831,2.5255591961353153e-07,0.2525559196135315
1000,5136,5,308,MinHeap_O((V+E)logV),0.008944218000124238,3.078801600009676e-08,0.030788016000096764
1000,5136,5,308,NetworkX (Ref),0.007006232000094315,2.464224440713571e-08,0.024642244407135708
1000,5136,5,190,Classic_O(V^2),0.08141342399994755,2.6189959024491103e-07,0.26189959024491105
1000,5136,5,190,MinHeap_O((V+E)logV),0.01451189800013708,4.808610505767866e-08,0.04808610505767866
1000,5136,5,190,NetworkX (Ref),0.010931868999932703,3.6878470148853354e-08,0.03687847014885336
1000,5136,5,331,Classic_O(V^2),0.08044594700004382,2.586588546598832e-07,0.2586588546598832
1000,5136,5,331,MinHeap_O((V+E)logV),0.008929900999874008,3.059483321285295e-08,0.03059483321285295
1000,5136,5,331,NetworkX (Ref),0.006662967000011122,2.3440150724673838e-08,0.023440150724673838
1000,5136,5,942,Classic_O(V^2),0.08028119100004005,2.58080336141156e-07,0.258080336141156
1000,5136,5,942,MinHeap_O((V+E)logV),0.009011866000037116,3.095943336341296e-08,0.030959433363412964
1000,5136,5,942,NetworkX (Ref),0.007069450000017241,2.4844942700738158e-08,0.024844942700738157
1000,5136,5,526,Classic_O(V^2),0.08021227099993666,2.5824109645855666e-07,0.25824109645855664
1000,5136,5,526,MinHeap_O((V+E)logV),0.00900071899991417,3.0954706948349914e-08,0.030954706948349914
1000,5136,5,526,NetworkX (Ref),0.010942636999971,3.681617022554336e-08,0.03681617022554336
1000,4914,6,175,Classic_O(V^2),0.14396002999978919,4.609635165047366e-07,0.4609635165047366
1000,4914,6,175,MinHeap_O((V+E)logV),0.01617062800005442,5.491848291795464e-08,0.05491848291795464
1000,4914,6,175,NetworkX (Ref),0.006656762999909915,2.3871765376207627e-08,0.023871765376207627
1000,4914,6,405,Classic_O(V^2),0.07941923699991094,2.553383881456122e-07,0.2553383881456122
1000,4914,6,405,MinHeap_O((V+E)logV),0.00927126200008388,3.183313942082507e-08,0.03183313942082507
1000,4914,6,405,NetworkX (Ref),0.00639491599986286,2.256869693834407e-08,0.02256869693834407
1000,4914,6,654,Classic_O(V^2),0.08069838899996284,2.596321397344879e-07,0.2596321397344879
1000,4914,6,654,MinHeap_O((V+E)logV),0.008970425999905274,3.097821139151103e-08,0.030978211391511027
1000,4914,6,654,NetworkX (Ref),0.006521007999936046,2.3206619344094047e-08,0.023206619344094046
1000,4914,6,293,Classic_O(V^2),0.0801120799999353,2.5749730169827826e-07,0.2574973016982783
1000,4914,6,293,MinHeap_O((V+E)logV),0.01457862400002341,4.828228874818417e-08,0.04828228874818417
1000,4914,6,293,NetworkX (Ref),0.012312325000038982,4.198409665901143e-08,0.04198409665901143
1000,4914,6,359,Classic_O(V^2),0.08007513600000493,2.5770046513571996e-07,0.25770046513572
1000,4914,6,359,MinHeap_O((V+E)logV),0.008740249000084077,3.008462492163776e-08,0.030084624921637763
1000,4914,6,359,NetworkX (Ref),0.006606548000036128,2.3576437308455223e-08,0.023576437308455222
1000,5005,7,543,Classic_O(V^2),0.08340343999998368,2.688511387361633e-07,0.2688511387361633
1000,5005,7,543,MinHeap_O((V+E)logV),0.008848153999906572,3.0520111123289315e-08,0.030520111123289315
1000,5005,7,543,NetworkX (Ref),0.008852456999875358,3.0387142469378244e-08,0.030387142469378244
1000,5005,7,705,Classic_O(V^2),0.08214370600012444,2.64059928520646e-07,0.264059928520646
1000,5005,7,705,MinHeap_O((V+E)logV),0.008814836000055948,3.0296962557342244e-08,0.030296962557342245
1000,5005,7,705,NetworkX (Ref),0.010287401999903523,3.467689973377012e-08,0.03467689973377012
1000,5005,7,468,Classic_O(V^2),0.14601375100005498,4.6792771859650873e-07,0.4679277185965087
1000,5005,7,468,MinHeap_O((V+E)logV),0.00877906300001996,3.031043808991634e-08,0.030310438089916337
1000,5005,7,468,NetworkX (Ref),0.010959802000115815,3.6924532051930225e-08,0.03692453205193023
1000,5005,7,516,Classic_O(V^2),0.08391920100007155,2.698439639779945e-07,0.2698439639779945
1000,5005,7,516,MinHeap_O((V+E)logV),0.008790309000005436,3.0187454032439936e-08,0.030187454032439935
1000,5005,7,516,NetworkX (Ref),0.0067999090001649165,2.3860007463478825e-08,0.023860007463478824
1000,5005,7,48,Classic_O(V^2),0.07956834499987053,2.5571560137691457e-07,0.25571560137691457
1000,5005,7,48,MinHeap_O((V+E)logV),0.008806332999938604,3.019187662301532e-08,0.030191876623015323
1000,5005,7,48,NetworkX (Ref),0.006709752999995544,2.3579847811590343e-08,0.023579847811590345
1000,4946,8,10,Classic_O(V^2),0.1440764679998665,4.610815102366483e-07,0.46108151023664834
1000,4946,8,10,MinHeap_O((V+E)logV),0.014741594000042824,4.8846710429242364e-08,0.048846710429242365
1000,4946,8,10,NetworkX (Ref),0.00876303200016082,2.9959783624798566e-08,0.029959783624798567
1000,4946,8,719,Classic_O(V^2),0.07946022900000571,2.55618824911193e-07,0.25561882491119303
1000,4946,8,719,MinHeap_O((V+E)logV),0.009508283000059237,3.278191980222769e-08,0.03278191980222769
1000,4946,8,719,NetworkX (Ref),0.006484748000048057,2.2971434082417567e-08,0.022971434082417568
1000,4946,8,231,Classic_O(V^2),0.08131098099988776,2.6149133267696123e-07,0.26149133267696123
1000,4946,8,231,MinHeap_O((V+E)logV),0.009561587999996846,3.2897580223605574e-08,0.032897580223605574
1000,4946,8,231,NetworkX (Ref),0.006298194000009971,2.2649379403378393e-08,0.022649379403378394
1000,4946,8,44,Classic_O(V^2),0.07929777799995463,2.549046795089388e-07,0.2549046795089388
1000,4946,8,44,MinHeap_O((V+E)logV),0.014677705999929458,5.258869894550444e-08,0.05258869894550444
1000,4946,8,44,NetworkX (Ref),0.009443266000062067,3.236757483575714e-08,0.03236757483575714
1000,4946,8,567,Classic_O(V^2),0.14371660199981307,4.598593122951046e-07,0.4598593122951046
1000,4946,8,567,MinHeap_O((V+E)logV),0.00858651499993357,2.939003304186961e-08,0.02939003304186961
1000,4946,8,567,NetworkX (Ref),0.00632006899991211,2.252457634973314e-08,0.02252457634973314
1000,4953,9,77,Classic_O(V^2),0.07864154100002452,2.5278176935683447e-07,0.2527817693568345
1000,4953,9,77,MinHeap_O((V+E)logV),0.009217362000072171,3.167141527430294e-08,0.03167141527430294
1000,4953,9,77,NetworkX (Ref),0.006780906000130926,2.406136040401748e-08,0.02406136040401748
1000,4953,9,324,Classic_O(V^2),0.07974603699994987,2.5653331389888765e-07,0.25653331389888767
1000,4953,9,324,MinHeap_O((V+E)logV),0.009176614999887533,3.155667785699237e-08,0.03155667785699237
1000,4953,9,324,NetworkX (Ref),0.006870761000072889,2.4159553397473068e-08,0.02415955339747307
1000,4953,9,591,Classic_O(V^2),0.14796547099990676,4.7357497956164355e-07,0.47357497956164357
1000,4953,9,591,MinHeap_O((V+E)logV),0.021743406000041432,7.963919242448245e-08,0.07963919242448245
1000,4953,9,591,NetworkX (Ref),0.0069501400000717695,2.5668454125898667e-08,0.025668454125898667
1000,4953,9,561,Classic_O(V^2),0.07980067700009386,2.567708943886762e-07,0.25677089438867623
1000,4953,9,561,MinHeap_O((V+E)logV),0.008920207999835839,3.0540332692916005e-08,0.030540332692916006
1000,4953,9,561,NetworkX (Ref),0.006712024000080419,2.37529613969509e-08,0.0237529613969509
1000,4953,9,760,Classic_O(V^2),0.08067158200015001,2.594233200480963e-07,0.25942332004809626
1000,4953,9,760,MinHeap_O((V+E)logV),0.008956050000051619,3.092299183249606e-08,0.030922991832496062
1000,4953,9,760,NetworkX (Ref),0.006937888000038583,2.4650435655059672e-08,0.02465043565505967
