tamanho,arestas,repeticao,fonte,algoritmo,tempo_s,co2_kg,co2_mg
100,511,10,17,Classic_O(V^2),0.0009407629999600431,5.483454064822037e-09,0.005483454064822037
100,511,10,17,MinHeap_O((V+E)logV),0.0007165069999928164,4.173984843953852e-09,0.0041739848439538525
100,511,10,17,NetworkX (Ref),0.0006009210000001985,4.041619132565734e-09,0.004041619132565734
100,473,11,41,Classic_O(V^2),0.0009271540000099776,4.9750259186853705e-09,0.00497502591868537
100,473,11,41,MinHeap_O((V+E)logV),0.0008378179999795066,4.579330439989071e-09,0.004579330439989071
100,473,11,41,NetworkX (Ref),0.0006510479999519703,4.095366618983729e-09,0.0040953666189837284
100,473,11,47,Classic_O(V^2),0.0008803430000057233,4.705566411736247e-09,0.004705566411736247
100,473,11,47,MinHeap_O((V+E)logV),0.0006672859999525826,4.434966883392531e-09,0.004434966883392531
100,473,11,47,NetworkX (Ref),0.0006588539999938803,4.1479756016863465e-09,0.0041479756016863465
100,473,11,48,Classic_O(V^2),0.0016700099999980011,7.216139688210453e-09,0.007216139688210454
100,473,11,48,MinHeap_O((V+E)logV),0.001051933999974608,5.07507023272649e-09,0.00507507023272649
100,473,11,48,NetworkX (Ref),0.0006942549999848779,4.320996157868436e-09,0.004320996157868437
100,473,11,8,Classic_O(V^2),0.0009130589999699623,5.209515663883965e-09,0.005209515663883965
100,473,11,8,MinHeap_O((V+E)logV),0.0006718239999941034,4.052185880462866e-09,0.004052185880462866
100,473,11,8,NetworkX (Ref),0.0005912039999884655,4.02606023825283e-09,0.00402606023825283
100,473,11,97,Classic_O(V^2),0.0009362029999806509,5.085829260584562e-09,0.005085829260584562
100,473,11,97,MinHeap_O((V+E)logV),0.0006325499999775275,4.113666906490436e-09,0.004113666906490436
100,473,11,97,NetworkX (Ref),0.000609080999993239,4.1725800013085514e-09,0.004172580001308552
100,513,12,93,Classic_O(V^2),0.0009297210000340783,4.934976900169632e-09,0.004934976900169631
100,513,12,93,MinHeap_O((V+E)logV),0.0010423669999681806,9.011082742289025e-09,0.009011082742289026
100,513,12,93,NetworkX (Ref),0.0009210339999867756,4.7641764416266216e-09,0.004764176441626622
100,513,12,44,Classic_O(V^2),0.0014260259999900882,6.383221114023539e-09,0.0063832211140235386
100,513,12,44,MinHeap_O((V+E)logV),0.0006989130000079058,4.3011781181488295e-09,0.004301178118148829
100,513,12,44,NetworkX (Ref),0.0009519939999904636,4.850370982865937e-09,0.004850370982865937
100,513,12,6,Classic_O(V^2),0.0009153720000085741,4.907673296637751e-09,0.00490767329663775
100,513,12,6,MinHeap_O((V+E)logV),0.0007215539999947396,4.295497891582257e-09,0.004295497891582257
100,513,12,6,NetworkX (Ref),0.0005988099999854057,4.141238821837738e-09,0.004141238821837738
100,513,12,82,Classic_O(V^2),0.00094473899997638,5.40564214079626e-09,0.00540564214079626
100,513,12,82,MinHeap_O((V+E)logV),0.0009170019999942269,5.06139179715296e-09,0.00506139179715296
100,513,12,82,NetworkX (Ref),0.000723050000033254,4.535361156148294e-09,0.004535361156148294
100,513,12,33,Classic_O(V^2),0.0014569329999858383,6.372254933852284e-09,0.006372254933852284
100,513,12,33,MinHeap_O((V+E)logV),0.0008963590000234944,5.008773405237757e-09,0.005008773405237758
100,513,12,33,NetworkX (Ref),0.0010283439999625443,4.939931561924821e-09,0.004939931561924822
100,475,13,6,Classic_O(V^2),0.0009357970000110072,4.966417330595452e-09,0.004966417330595453
100,475,13,6,MinHeap_O((V+E)logV),0.0006591199999661512,4.142133599129942e-09,0.004142133599129942
100,475,13,6,NetworkX (Ref),0.0006816019999860146,4.171580661455826e-09,0.004171580661455826
100,475,13,14,Classic_O(V^2),0.001005292999991525,5.8036642526380484e-09,0.0058036642526380485
100,475,13,14,MinHeap_O((V+E)logV),0.0008429559999854064,6.041136993042601e-09,0.006041136993042601
100,475,13,14,NetworkX (Ref),0.0005765439999549926,4.110198582702493e-09,0.004110198582702494
100,475,13,49,Classic_O(V^2),0.0009297159999732685,4.953579038597008e-09,0.004953579038597008
100,475,13,49,MinHeap_O((V+E)logV),0.000674912000022232,4.543862146345141e-09,0.004543862146345141
100,475,13,49,NetworkX (Ref),0.0009384140000179286,4.66996274842339e-09,0.00466996274842339
100,475,13,46,Classic_O(V^2),0.0016275369999902978,1.0113361268806543e-08,0.010113361268806543
100,475,13,46,MinHeap_O((V+E)logV),0.0007078769999679935,4.340039917879945e-09,0.004340039917879944
100,475,13,46,NetworkX (Ref),0.0006302530000539264,4.076698920283869e-09,0.004076698920283869
100,475,13,59,Classic_O(V^2),0.000942075000011755,5.133772684476925e-09,0.005133772684476926
100,475,13,59,MinHeap_O((V+E)logV),0.0006740779999745428,4.4271515449096364e-09,0.004427151544909636
100,475,13,59,NetworkX (Ref),0.00063816599998745,4.32451759759939e-09,0.00432451759759939
100,511,14,3,Classic_O(V^2),0.0009230019999790784,5.333591938624498e-09,0.005333591938624498
100,511,14,3,MinHeap_O((V+E)logV),0.0006708539999635832,4.44449604791518e-09,0.00444449604791518
100,511,14,3,NetworkX (Ref),0.000642232000018339,4.1166867795302875e-09,0.004116686779530287
100,511,14,12,Classic_O(V^2),0.0009224119999657887,5.066978842946539e-09,0.005066978842946539
100,511,14,12,MinHeap_O((V+E)logV),0.0010895560000108162,5.17362987841054e-09,0.0051736298784105395
100,511,14,12,NetworkX (Ref),0.0010724730000220006,5.997610696801631e-09,0.005997610696801631
100,511,14,94,Classic_O(V^2),0.0009792750000201522,5.205331032704288e-09,0.005205331032704288
100,511,14,94,MinHeap_O((V+E)logV),0.0007085830000050919,4.325591906980319e-09,0.004325591906980319
100,511,14,94,NetworkX (Ref),0.0007144449999714197,4.289847713754631e-09,0.00428984771375463
100,511,14,6,Classic_O(V^2),0.0009313699999893288,5.172064625230356e-09,0.005172064625230356
100,511,14,6,MinHeap_O((V+E)logV),0.0007149220000428613,4.338351739317174e-09,0.004338351739317174
100,511,14,6,NetworkX (Ref),0.0007191239999997379,4.314247085388403e-09,0.004314247085388403
100,511,14,8,Classic_O(V^2),0.0009110550000173134,5.4613775321141495e-09,0.0054613775321141495
100,511,14,8,MinHeap_O((V+E)logV),0.0007058019999703902,4.222046488907185e-09,0.004222046488907185
100,511,14,8,NetworkX (Ref),0.0009970050000447372,4.947233951359731e-09,0.004947233951359731
100,457,15,85,Classic_O(V^2),0.0015036180000151944,6.527439891600543e-09,0.006527439891600543
100,457,15,85,MinHeap_O((V+E)logV),0.0011074470000380643,5.7653967453286494e-09,0.005765396745328649
100,457,15,85,NetworkX (Ref),0.000580614999989848,4.122465194639319e-09,0.004122465194639319
100,457,15,47,Classic_O(V^2),0.0009057220000272537,4.8140364430067845e-09,0.004814036443006785
100,457,15,47,MinHeap_O((V+E)logV),0.0006285039999625042,4.13696829458312e-09,0.00413696829458312
100,457,15,47,NetworkX (Ref),0.0006828869999822018,4.202677962399972e-09,0.004202677962399972
100,457,15,16,Classic_O(V^2),0.0009137480000163123,4.865761727076056e-09,0.004865761727076056
100,457,15,16,MinHeap_O((V+E)logV),0.000688503999981549,4.151273499072658e-09,0.004151273499072659
100,457,15,16,NetworkX (Ref),0.0005783910000332071,4.248264401175715e-09,0.004248264401175715
100,457,15,71,Classic_O(V^2),0.0008879220000039822,4.825383085760275e-09,0.004825383085760275
100,457,15,71,MinHeap_O((V+E)logV),0.00107221500002197,5.1256277232716275e-09,0.005125627723271627
100,457,15,71,NetworkX (Ref),0.0009093419999999242,4.7405111332160535e-09,0.004740511133216054
100,457,15,5,Classic_O(V^2),0.0015939239999624988,9.187924464220011e-09,0.009187924464220011
100,457,15,5,MinHeap_O((V+E)logV),0.0006990949999590157,4.254982969779533e-09,0.004254982969779533
100,457,15,5,NetworkX (Ref),0.0005789549999235533,4.106270425938977e-09,0.004106270425938977
100,499,16,69,Classic_O(V^2),0.0008577750000995366,5.076781478795257e-09,0.005076781478795257
100,499,16,69,MinHeap_O((V+E)logV),0.0006688830000030066,4.694579895719401e-09,0.0046945798957194005
100,499,16,69,NetworkX (Ref),0.0007652629999483906,4.5227527803055145e-09,0.004522752780305514
100,499,16,75,Classic_O(V^2),0.0009417490000487305,5.3138531177813424e-09,0.005313853117781342
100,499,16,75,MinHeap_O((V+E)logV),0.0007021229999963907,4.3331770256440325e-09,0.004333177025644033
100,499,16,75,NetworkX (Ref),0.0006917569999131956,4.212147030065844e-09,0.004212147030065844
100,499,16,33,Classic_O(V^2),0.0014512129999957324,7.043202296744826e-09,0.007043202296744826
100,499,16,33,MinHeap_O((V+E)logV),0.0010339000000385568,5.885000955485737e-09,0.005885000955485737
100,499,16,33,NetworkX (Ref),0.0006913739999845347,4.243814948581426e-09,0.004243814948581426
100,499,16,30,Classic_O(V^2),0.0009205830000382775,5.08778726853845e-09,0.00508778726853845
100,499,16,30,MinHeap_O((V+E)logV),0.0007610330000034082,5.000847130297053e-09,0.005000847130297053
100,499,16,30,NetworkX (Ref),0.0007238519999646087,4.299658848463752e-09,0.004299658848463752
100,499,16,99,Classic_O(V^2),0.0010960660000591815,5.572543580427669e-09,0.005572543580427669
100,499,16,99,MinHeap_O((V+E)logV),0.000741204999940237,4.454646366179696e-09,0.004454646366179696
100,499,16,99,NetworkX (Ref),0.000691390000042702,4.103663188657199e-09,0.004103663188657199
100,537,17,43,Classic_O(V^2),0.000963152000053924,5.279299026172512e-09,0.005279299026172512
100,537,17,43,MinHeap_O((V+E)logV),0.0012013140000135536,1.0192429917289485e-08,0.010192429917289485
100,537,17,43,NetworkX (Ref),0.0009515179999652901,4.669846348178931e-09,0.004669846348178931
100,537,17,37,Classic_O(V^2),0.0016687470000533722,6.978857406734666e-09,0.0069788574067346665
100,537,17,37,MinHeap_O((V+E)logV),0.0007411189999402268,4.606931341317711e-09,0.004606931341317711
100,537,17,37,NetworkX (Ref),0.000690485999939483,4.401696530708327e-09,0.004401696530708327
100,537,17,47,Classic_O(V^2),0.0009478230000468102,5.320164817404381e-09,0.005320164817404381
100,537,17,47,MinHeap_O((V+E)logV),0.0007401049999771203,4.465633792842028e-09,0.004465633792842028
100,537,17,47,NetworkX (Ref),0.0006517059999850972,4.3214195685873464e-09,0.004321419568587346
100,537,17,1,Classic_O(V^2),0.0009366819999740983,5.914625121679163e-09,0.005914625121679163
100,537,17,1,MinHeap_O((V+E)logV),0.0008339520001072742,5.231438159954257e-09,0.005231438159954257
100,537,17,1,NetworkX (Ref),0.0007041039999649001,4.1899301192984495e-09,0.004189930119298449
100,537,17,66,Classic_O(V^2),0.0016296809999403195,6.8552955985574276e-09,0.0068552955985574275
100,537,17,66,MinHeap_O((V+E)logV),0.0011661759999697097,5.332908411174908e-09,0.005332908411174908
100,537,17,66,NetworkX (Ref),0.0010118070000544321,8.160743785449101e-09,0.008160743785449101
100,510,18,5,Classic_O(V^2),0.0009288499999229316,5.013408004810233e-09,0.005013408004810233
100,510,18,5,MinHeap_O((V+E)logV),0.0006606129999227051,4.280529343971831e-09,0.004280529343971831
100,510,18,5,NetworkX (Ref),0.000652346000038051,4.099944308885303e-09,0.004099944308885303
100,510,18,8,Classic_O(V^2),0.001009034000048814,5.658072653772765e-09,0.005658072653772765
100,510,18,8,MinHeap_O((V+E)logV),0.000713474999997743,4.457473504104083e-09,0.004457473504104083
100,510,18,8,NetworkX (Ref),0.0006290380000564255,4.181094043067011e-09,0.004181094043067011
100,510,18,27,Classic_O(V^2),0.0009000180000384717,5.052566040443156e-09,0.005052566040443156
